1 0 704
2 704 695
3 1399 718
4 2117 699
5 2816 738
6 3554 716
7 4270 727
8 4997 673
9 5670 668
10 6338 692
11 7030 677
12 7707 755
13 8462 723
14 9185 701
15 9886 669
16 10555 712
17 11267 665
18 11932 697
19 12629 682
20 13311 670
21 13981 690
22 14671 683
23 15354 693
24 16047 687
25 16734 705
26 17439 739
27 18178 689
28 18867 722
29 19589 702
30 20291 698
31 20989 717
32 21706 699
33 22405 705
34 23110 737
35 23847 692
36 24539 725
37 25264 734
38 25998 711
39 26709 735
40 27444 696
41 28140 712
42 28852 744
43 29596 724
44 30320 700
45 31020 675
46 31695 708
47 32403 688
48 33091 698
49 33789 675
50 34464 702
51 35166 690
52 35856 688
53 36544 690
54 37234 684
55 37918 696
56 38614 738
57 39352 694
58 40046 724
59 40770 704
60 41474 669
61 42143 707
62 42850 700
63 43550 720
64 44270 702
65 44972 739
66 45711 674
67 46385 693
68 47078 725
69 47803 700
70 48503 707
71 49210 699
72 49909 702
73 50611 720
74 51331 739
75 52070 693
76 52763 723
77 53486 688
78 54174 751
79 54925 705
80 55630 680
81 56310 709
82 57019 692
83 57711 703
84 58414 691
85 59105 678
86 59783 691
87 60474 686
88 61160 703
89 61863 687
90 62550 741
91 63291 714
92 64005 695
93 64700 724
94 65424 692
95 66116 695
96 66811 700
97 67511 700
98 68211 698
99 68909 720
100 69629 702
101 70331 739
102 71070 695
103 71765 726
104 72491 734
105 73225 701
106 73926 677
107 74603 703
108 75306 701
109 76007 720
110 76727 708
111 77435 740
112 78175 695
113 78870 699
114 79569 693
115 80262 750
116 81012 725
117 81737 692
118 82429 704
119 83133 704
120 83837 679
121 84516 696
122 85212 691
123 85903 695
124 86598 683
125 87281 698
126 87979 692
127 88671 696
128 89367 694
129 90061 711
130 90772 740
131 91512 665
132 92177 723
133 92900 695
134 93595 725
135 94320 701
136 95021 736
137 95757 722
138 96479 705
139 97184 700
140 97884 737
141 98621 695
142 99316 751
143 100067 675
144 100742 684
145 101426 723
146 102149 704
147 102853 703
148 103556 711
149 104267 740
150 105007 702
151 105709 720
152 106429 732
153 107161 699
154 107860 709
155 108569 696
156 109265 747
157 110012 751
158 110763 699
159 111462 725
160 112187 696
161 112883 685
162 113568 689
163 114257 693
164 114950 690
165 115640 722
166 116362 702
167 117064 679
168 117743 681
169 118424 681
170 119105 693
171 119798 692
172 120490 721
173 121211 711
174 121922 732
175 122654 694
176 123348 735
177 124083 724
178 124807 698
179 125505 723
180 126228 715
181 126943 727
182 127670 711
183 128381 710
184 129091 735
185 129826 691
186 130517 303
187 130820 269
188 131089 724
189 131813 707
190 132520 735
191 133255 743
192 133998 696
193 134694 701
194 135395 724
195 136119 688
196 136807 694
197 137501 689
198 138190 688
199 138878 730
200 139608 687
201 140295 701
202 140996 687
203 141683 670
204 142353 689
205 143042 693
206 143735 678
207 144413 691
208 145104 688
209 145792 706
210 146498 686
211 147184 695
212 147879 731
213 148610 736
214 149346 751
215 150097 725
216 150822 691
217 151513 701
218 152214 722
219 152936 685
220 153621 724
221 154345 681
222 155026 697
223 155723 709
224 156432 694
225 157126 707
226 157833 731
227 158564 691
228 159255 684
229 159939 724
230 160663 694
