3963 12801454 1026
3962 12798771 2683
3961 12795187 3584
3960 12788384 6803
3959 12787551 833
3958 12786406 1145
3957 12780117 6289
3956 12773819 6298
3955 12771669 2150
3954 12762596 9073
3953 12759264 3332
3952 12758266 998
3951 12750966 7300
3950 12746480 4486
3949 12739465 7015
3948 12731396 8069
3947 12730132 1264
3946 12729143 989
3945 12726676 2467
3944 12723397 3279
3943 12719719 3678
3942 12716416 3303
3941 12712927 3489
3940 12711934 993
3939 12707936 3998
3938 12706570 1366
3937 12704327 2243
3936 12699246 5081
3935 12695857 3389
3934 12693995 1862
3933 12690191 3804
3932 12686322 3869
3931 12683812 2510
3930 12677310 6502
3929 12669415 7895
3928 12664956 4459
3927 12661908 3048
3926 12647122 14786
3925 12641428 5694
3924 12637631 3797
3923 12634922 2709
3922 12625288 9634
3921 12615705 9583
3920 12611640 4065
3919 12604695 6945
3918 12596664 8031
3917 12593692 2972
3916 12592648 1044
3915 12585028 7620
3914 12577461 7567
3913 12566857 10604
3912 12563800 3057
3911 12562737 1063
3910 12559834 2903
3909 12553188 6646
3908 12545586 7602
3907 12540174 5412
3906 12531833 8341
3905 12523340 8493
3904 12516283 7057
3903 12512016 4267
3902 12507202 4814
3901 12503336 3866
3900 12500934 2402
3899 12498202 2732
3898 12494333 3869
3897 12485292 9041
3896 12478863 6429
3895 12477063 1800
3894 12469976 7087
3893 12464285 5691
3892 12455643 8642
3891 12447438 8205
3890 12439517 7921
3889 12436121 3396
3888 12432612 3509
3887 12424092 8520
3886 12422484 1608
3885 12419370 3114
3884 12417271 2099
3883 12414581 2690
3882 12413088 1493
3881 12406726 6362
3880 12403030 3696
3879 12399685 3345
3878 12398624 1061
3877 12397707 917
3876 12396889 818
3875 12396036 853
3874 12393321 2715
3873 12389182 4139
3872 12379936 9246
3871 12375232 4704
3870 12371041 4191
3869 12369137 1904
3868 12367011 2126
3867 12366149 862
3866 12361482 4667
3865 12360261 1221
3864 12358211 2050
3863 12354169 4042
3862 12353627 542
3861 12347339 6288
3860 12344511 2828
3859 12342394 2117
3858 12337538 4856
3857 12335983 1555
3856 12318934 17049
3855 12317016 1918
3854 12314385 2631
3853 12312674 1711
3852 12311682 992
3851 12310216 1466
3850 12308111 2105
3849 12305806 2305
3848 12304313 1493
3847 12296724 7589
3846 12295440 1284
3845 12294339 1101
3844 12291463 2876
3843 12288650 2813
3842 12287957 693
3841 12282129 5828
3840 12281492 637
3839 12277688 3804
3838 12273923 3765
3837 12270119 3804
3836 12266261 3858
3835 12262580 3681
3834 12258833 3747
3833 12253025 5808
3832 12250532 2493
3831 12249731 801
3830 12248959 772
3829 12247338 1621
3828 12242119 5219
3827 12236350 5769
3826 12235443 907
3825 12232731 2712
3824 12232110 621
3823 12230507 1603
3822 12227059 3448
3821 12225249 1810
3820 12219249 6000
3819 12217463 1786
3818 12216334 1129
3817 12215089 1245
3816 12213237 1852
3815 12210407 2830
3814 12209204 1203
3813 12203393 5811
3812 12200487 2906
3811 12198899 1588
3810 12196846 2053
3809 12195550 1296
3808 12192964 2586
3807 12187126 5838
3806 12185522 1604
3805 12184660 862
3804 12182114 2546
3803 12179637 2477
3802 12177191 2446
3801 12174175 3016
3800 12171211 2964
3799 12168310 2901
3798 12165119 3191
3797 12162799 2320
3796 12160920 1879
3795 12157991 2929
3794 12157256 735
3793 12156506 750
3792 12154845 1661
3791 12145045 9800
3790 12139930 5115
3789 12133474 6456
3788 12130984 2490
3787 12124410 6574
3786 12115355 9055
3785 12113382 1973
3784 12108340 5042
3783 12105452 2888
3782 12098972 6480
3781 12086009 12963
3780 12083902 2107
3779 12070267 13635
3778 12063913 6354
3777 12062350 1563
3776 12059903 2447
3775 12058847 1056
3774 12055391 3456
3773 12052596 2795
3772 12051512 1084
3771 12045310 6202
3770 12038397 6913
3769 12031122 7275
3768 12026276 4846
3767 12023044 3232
3766 12019523 3521
3765 12016638 2885
3764 12005614 11024
3763 12002265 3349
3762 11995119 7146
3761 11992715 2404
3760 11991059 1656
3759 11982572 8487
3758 11979979 2593
3757 11961388 18591
3756 11938467 22921
3755 11937490 977
3754 11934120 3370
3753 11931537 2583
3752 11925058 6479
3751 11917831 7227
3750 11911996 5835
3749 11908172 3824
3748 11903768 4404
3747 11899072 4696
3746 11898541 531
3745 11894611 3930
3744 11889804 4807
3743 11881210 8594
3742 11876268 4942
3741 11871013 5255
3740 11867040 3973
3739 11858275 8765
3738 11855197 3078
3737 11845238 9959
3736 11843684 1554
3735 11840330 3354
3734 11836172 4158
3733 11835927 245
3732 11835147 780
3731 11833909 1238
3730 11825637 8272
3729 11822659 2978
3728 11819921 2738
3727 11817421 2500
3726 11812293 5128
3725 11807601 4692
3724 11802131 5470
3723 11798033 4098
3722 11794855 3178
3721 11789416 5439
3720 11784792 4624
3719 11781838 2954
3718 11778878 2960
3717 11776741 2137
3716 11774385 2356
3715 11766577 7808
3714 11761003 5574
3713 11756907 4096
3712 11752523 4384
3711 11748124 4399
3710 11743543 4581
3709 11735586 7957
3708 11734437 1149
3707 11730306 4131
3706 11726877 3429
3705 11722424 4453
3704 11717148 5276
3703 11712514 4634
3702 11709220 3294
3701 11705606 3614
3700 11698709 6897
3699 11694865 3844
3698 11690490 4375
3697 11686235 4255
3696 11680008 6227
3695 11677984 2024
3694 11675311 2673
3693 11667515 7796
3692 11665055 2460
3691 11661912 3143
3690 11659934 1978
3689 11658255 1679
3688 11653529 4726
3687 11650140 3389
3686 11647917 2223
3685 11644277 3640
3684 11634750 9527
3683 11627858 6892
3682 11619527 8331
3681 11618136 1391
3680 11614145 3991
3679 11607757 6388
3678 11605592 2165
3677 11598041 7551
3676 11596271 1770
3675 11589837 6434
3674 11588672 1165
3673 11586250 2422
3672 11581583 4667
3671 11580500 1083
3670 11579023 1477
3669 11570895 8128
3668 11563874 7021
3667 11563069 805
3666 11561433 1636
3665 11560278 1155
3664 11558514 1764
3663 11556767 1747
3662 11554609 2158
3661 11552178 2431
3660 11550725 1453
3659 11549207 1518
3658 11547623 1584
3657 11540750 6873
3656 11536791 3959
3655 11535703 1088
3654 11534338 1365
3653 11530758 3580
3652 11526728 4030
3651 11525253 1475
3650 11512436 12817
3649 11508325 4111
3648 11506545 1780
3647 11503888 2657
3646 11500944 2944
3645 11499693 1251
3644 11495620 4073
3643 11489224 6396
3642 11487885 1339
3641 11486278 1607
3640 11482687 3591
3639 11473811 8876
3638 11473467 344
3637 11469102 4365
3636 11468171 931
3635 11462634 5537
3634 11461529 1105
3633 11460214 1315
3632 11458973 1241
3631 11455804 3169
3630 11454473 1331
3629 11448538 5935
3628 11446261 2277
3627 11444712 1549
3626 11444181 531
3625 11442338 1843
3624 11439082 3256
3623 11430915 8167
3622 11428612 2303
3621 11427551 1061
3620 11421594 5957
3619 11416994 4600
3618 11415637 1357
3617 11412792 2845
3616 11403317 9475
3615 11385590 17727
3614 11384233 1357
3613 11373411 10822
3612 11372499 912
3611 11371285 1214
3610 11365524 5761
3609 11364455 1069
3608 11363031 1424
3607 11359516 3515
3606 11358643 873
3605 11336880 21763
3604 11326796 10084
3603 11325418 1378
3602 11324757 661
3601 11322328 2429
3600 11319955 2373
3599 11315379 4576
3598 11302520 12859
3597 11298294 4226
3596 11289787 8507
3595 11284771 5016
3594 11283984 787
3593 11283296 688
3592 11280880 2416
3591 11279610 1270
3590 11278791 819
3589 11275120 3671
3588 11272547 2573
3587 11266078 6469
3586 11265527 551
3585 11261633 3894
3584 11260321 1312
3583 11258165 2156
3582 11256150 2015
3581 11254805 1345
3580 11253229 1576
3579 11249980 3249
3578 11246443 3537
3577 11245309 1134
3576 11241466 3843
3575 11240316 1150
3574 11239922 394
3573 11239071 851
3572 11216977 22094
3571 11214620 2357
3570 11210974 3646
3569 11201976 8998
3568 11199369 2607
3567 11197023 2346
3566 11194845 2178
3565 11193544 1301
3564 11187843 5701
3563 11168813 19030
3562 11161600 7213
3561 11161271 329
3560 11158149 3122
3559 11155565 2584
3558 11154635 930
3557 11151094 3541
3556 11150242 852
3555 11147943 2299
3554 11138025 9918
3553 11137605 420
3552 11136937 668
3551 11134935 2002
3550 11133792 1143
3549 11129202 4590
3548 11126703 2499
3547 11122656 4047
3546 11119342 3314
3545 11114378 4964
3544 11112765 1613
3543 11110442 2323
3542 11109827 615
3541 11108878 949
3540 11089196 19682
3539 11058885 30311
3538 11049555 9330
3537 11042155 7400
3536 11037942 4213
3535 11009307 28635
3534 11009002 305
3533 11005157 3845
3532 11004229 928
3531 11001261 2968
3530 10997154 4107
3529 10994246 2908
3528 10993817 429
3527 10990456 3361
3526 10987062 3394
3525 10983509 3553
3524 10979938 3571
3523 10970900 9038
3522 10950837 20063
3521 10949060 1777
3520 10946276 2784
3519 10943668 2608
3518 10941617 2051
3517 10938848 2769
3516 10938112 736
3515 10924149 13963
3514 10917717 6432
3513 10902140 15577
3512 10901016 1124
3511 10900069 947
3510 10897249 2820
3509 10896962 287
3508 10895339 1623
3507 10876963 18376
3506 10874129 2834
3505 10871759 2370
3504 10868726 3033
3503 10867084 1642
3502 10866540 544
3501 10852779 13761
3500 10850888 1891
3499 10847539 3349
3498 10845708 1831
3497 10843290 2418
3496 10836716 6574
3495 10836119 597
3494 10834704 1415
3493 10830527 4177
3492 10827832 2695
3491 10825972 1860
3490 10822934 3038
3489 10821694 1240
3488 10819872 1822
3487 10812189 7683
3486 10792730 19459
3485 10790654 2076
3484 10783909 6745
3483 10778421 5488
3482 10772750 5671
3481 10767137 5613
3480 10758175 8962
3479 10757212 963
3478 10755504 1708
3477 10753733 1771
3476 10752167 1566
3475 10749503 2664
3474 10742614 6889
3473 10739644 2970
3472 10737773 1871
3471 10736848 925
3470 10734885 1963
3469 10733662 1223
3468 10730713 2949
3467 10728968 1745
3466 10726766 2202
3465 10726406 360
3464 10724883 1523
3463 10723659 1224
3462 10716875 6784
3461 10711063 5812
3460 10708979 2084
3459 10705357 3622
3458 10699848 5509
3457 10698426 1422
3456 10697386 1040
3455 10694500 2886
3454 10691813 2687
3453 10687750 4063
3452 10684599 3151
3451 10683029 1570
3450 10680947 2082
3449 10674690 6257
3448 10672696 1994
3447 10670458 2238
3446 10668830 1628
3445 10666218 2612
3444 10657435 8783
3443 10656209 1226
3442 10653205 3004
3441 10652294 911
3440 10650796 1498
3439 10648017 2779
3438 10647084 933
3437 10645637 1447
3436 10642845 2792
3435 10641545 1300
3434 10638500 3045
3433 10633372 5128
3432 10631938 1434
3431 10630692 1246
3430 10627858 2834
3429 10626142 1716
3428 10618183 7959
3427 10616845 1338
3426 10615576 1269
3425 10614285 1291
3424 10611623 2662
3423 10605869 5754
3422 10604361 1508
3421 10601455 2906
3420 10599211 2244
3419 10593489 5722
3418 10589674 3815
3417 10588232 1442
3416 10586302 1930
3415 10585091 1211
3414 10584145 946
3413 10580389 3756
